Image name,Width,Height,xmin,ymin,xmax,ymax,Class
18/C3_11.png,768,574,649,131,696,165,low
18/C3_11.png,768,574,596,167,676,211,high
18/C3_11.png,768,574,388,195,482,234,high
18/C3_11.png,768,574,343,231,420,279,high
18/C3_11.png,768,574,181,269,246,300,medium
18/C3_11.png,768,574,93,324,147,370,medium
18/C3_11.png,768,574,8,407,51,441,low
18/C3_11.png,768,574,317,424,358,460,low
18/C3_11.png,768,574,198,439,274,480,high
18/C3_12.png,768,574,682,6,744,38,medium
18/C3_12.png,768,574,480,23,543,57,low
18/C3_12.png,768,574,290,86,359,124,medium
18/C3_12.png,768,574,648,193,721,236,medium
18/C3_12.png,768,574,492,206,563,229,low
18/C3_12.png,768,574,361,219,405,255,low
18/C3_12.png,768,574,26,221,92,257,low
18/C3_12.png,768,574,322,324,368,361,low
18/C3_12.png,768,574,15,389,59,427,low
18/C3_12.png,768,574,60,428,103,459,low
18/C3_12.png,768,574,577,470,650,508,medium
18/C3_12.png,768,574,93,336,187,375,high
18/C3_12.png,768,574,85,286,143,329,medium
18/C3_3.png,768,574,221,2,265,35,low
18/C3_3.png,768,574,391,29,431,62,low
18/C3_3.png,768,574,128,90,200,129,medium
18/C3_3.png,768,574,579,158,644,193,low
18/C3_3.png,768,574,330,324,412,368,high
18/C3_3.png,768,574,369,385,461,422,high
18/C3_3.png,768,574,67,370,107,403,low
18/C3_3.png,768,574,529,477,580,511,low
18/C3_4.png,768,574,611,217,644,256,low
18/C3_4.png,768,574,653,264,698,309,low
18/C3_4.png,768,574,662,199,701,256,low
18/C3_4.png,768,574,563,330,613,369,low
18/C3_4.png,768,574,484,303,538,352,medium
18/C3_4.png,768,574,608,514,683,556,high
18/C3_4.png,768,574,267,163,350,208,medium
18/C3_4.png,768,574,382,91,450,138,medium
18/C3_4.png,768,574,141,169,227,216,high
18/C3_4.png,768,574,219,475,267,513,low
18/C3_4.png,768,574,283,485,327,537,low
18/C3_4.png,768,574,388,443,442,506,low
18/C3_4.png,768,574,504,179,561,216,high
18/C3_5.png,768,574,291,217,370,269,high
18/C3_5.png,768,574,353,149,438,193,high
18/C3_5.png,768,574,400,50,482,101,high
18/C3_5.png,768,574,534,154,586,186,low
18/C3_5.png,768,574,619,41,661,104,low
18/C3_5.png,768,574,656,16,694,66,low
18/C3_5.png,768,574,635,186,672,220,low
18/C3_5.png,768,574,198,461,261,505,medium
18/C3_5.png,768,574,54,175,93,211,low
18/C3_5.png,768,574,313,77,366,130,low
18/C3_5.png,768,574,304,157,333,196,low
18/C3_5.png,768,574,371,214,456,256,medium
18/C3_5.png,768,574,432,441,465,469,low
18/C3_9.png,768,574,635,257,674,302,low
18/C3_9.png,768,574,712,200,758,262,low
18/C3_9.png,768,574,414,34,468,71,low
18/C3_9.png,768,574,525,150,580,203,low
18/C3_9.png,768,574,367,186,416,233,low
18/C3_9.png,768,574,60,126,156,173,high
18/C3_9.png,768,574,149,54,204,103,low
18/C3_9.png,768,574,302,12,357,47,medium
18/D3_1.png,768,574,57,24,126,67,high
18/D3_10.png,768,574,542,98,589,142,low
18/D3_10.png,768,574,495,121,554,165,low
18/D3_10.png,768,574,551,148,623,193,medium
18/D3_10.png,768,574,98,158,166,199,medium
18/D3_10.png,768,574,280,201,329,237,low
18/D3_10.png,768,574,405,209,467,260,low
18/D3_10.png,768,574,460,213,510,252,low
18/D3_10.png,768,574,618,233,679,269,low
18/D3_10.png,768,574,342,263,383,298,low
18/D3_10.png,768,574,517,426,583,468,medium
18/D3_10.png,768,574,417,482,476,522,low
18/D3_11.png,768,574,367,29,441,73,high
18/D3_11.png,768,574,163,26,199,68,low
18/D3_11.png,768,574,177,73,226,109,low
18/D3_11.png,768,574,707,89,756,123,medium
18/D3_11.png,768,574,113,112,194,159,high
18/D3_11.png,768,574,483,116,552,150,low
18/D3_11.png,768,574,442,117,489,148,low
18/D3_11.png,768,574,439,165,485,198,low
18/D3_11.png,768,574,184,209,236,248,low
18/D3_11.png,768,574,127,221,192,264,low
18/D3_11.png,768,574,323,232,388,266,medium
18/D3_11.png,768,574,167,279,232,316,high
18/D3_11.png,768,574,414,284,474,316,low
18/D3_11.png,768,574,586,292,686,336,high
18/D3_11.png,768,574,35,305,76,337,low
18/D3_11.png,768,574,524,410,581,443,low
18/D3_11.png,768,574,446,448,527,487,high
18/D3_11.png,768,574,143,441,199,469,low
18/D3_11.png,768,574,642,509,732,545,high
18/D3_11.png,768,574,612,118,643,161,low
18/D3_11.png,768,574,616,64,653,98,low
18/D3_11.png,768,574,261,359,299,404,low
18/D3_11.png,768,574,317,455,358,499,low
18/D3_11.png,768,574,380,329,414,366,low
18/D3_11.png,768,574,406,231,444,276,low
18/D3_11.png,768,574,45,112,88,146,low
18/D3_2.png,768,574,49,23,95,56,low
18/D3_2.png,768,574,107,28,174,71,medium
18/D3_2.png,768,574,241,83,312,125,high
18/D3_2.png,768,574,303,137,374,182,medium
18/D3_2.png,768,574,649,199,697,234,low
18/D3_2.png,768,574,707,215,760,246,low
18/D3_2.png,768,574,452,264,526,307,high
18/D3_2.png,768,574,380,293,474,349,high
18/D3_2.png,768,574,508,349,585,392,medium
18/D3_2.png,768,574,680,264,726,303,low
18/D3_2.png,768,574,431,165,471,211,low
18/D3_2.png,768,574,529,487,579,521,low
18/D3_4.png,768,574,651,31,727,75,high
18/D3_4.png,768,574,444,46,527,98,high
18/D3_4.png,768,574,594,108,697,161,high
18/D3_4.png,768,574,667,181,768,233,high
18/D3_4.png,768,574,522,182,588,221,medium
18/D3_4.png,768,574,1,252,44,283,low
18/D3_4.png,768,574,410,261,450,295,low
18/D3_4.png,768,574,51,332,128,382,high
18/D3_4.png,768,574,150,350,202,389,low
18/D3_4.png,768,574,478,367,559,415,high
18/D3_4.png,768,574,252,395,307,428,low
18/D3_4.png,768,574,525,418,574,455,low
18/D3_4.png,768,574,78,422,165,472,high
18/D3_4.png,768,574,232,452,300,489,medium
18/D3_4.png,768,574,160,467,201,501,low
18/D3_4.png,768,574,482,497,542,523,medium
18/D3_4.png,768,574,135,524,183,560,low
18/D3_4.png,768,574,274,532,333,563,low
18/D3_4.png,768,574,656,440,693,483,low
18/D3_4.png,768,574,336,96,376,130,low
18/D3_6.png,768,574,38,10,83,54,low
18/D3_6.png,768,574,113,24,166,71,low
18/D3_6.png,768,574,257,90,304,127,low
18/D3_6.png,768,574,102,107,160,141,high
18/D3_6.png,768,574,394,114,443,152,low
18/D3_6.png,768,574,479,174,598,226,high
18/D3_6.png,768,574,450,178,489,213,low
18/D3_6.png,768,574,77,214,135,242,high
18/D3_6.png,768,574,273,334,334,372,low
18/D3_6.png,768,574,37,342,82,384,low
18/D3_6.png,768,574,607,379,683,426,high
18/D3_6.png,768,574,413,461,504,515,high
18/D3_6.png,768,574,473,496,582,537,high
18/D3_8.png,768,574,185,64,246,99,high
18/D3_8.png,768,574,111,118,156,152,low
18/D3_8.png,768,574,5,197,101,254,high
18/D3_8.png,768,574,308,199,365,237,low
18/D3_8.png,768,574,194,221,286,264,medium
18/D3_8.png,768,574,115,239,175,279,low
18/D3_8.png,768,574,18,313,69,349,low
18/D3_8.png,768,574,661,328,705,360,low
18/D3_8.png,768,574,108,346,157,379,low
18/D3_8.png,768,574,201,386,286,437,high
18/D3_8.png,768,574,17,513,56,548,low
18/D3_8.png,768,574,246,513,315,549,medium
21/A4_1.png,768,574,199,37,275,88,high
21/A4_1.png,768,574,17,205,87,252,high
21/A4_1.png,768,574,560,208,609,249,low
21/A4_1.png,768,574,684,279,743,303,medium
21/A4_1.png,768,574,303,385,395,441,high
21/A4_1.png,768,574,467,393,538,450,high
21/A4_1.png,768,574,453,492,537,550,high
21/A4_10.png,768,574,342,25,414,72,high
21/A4_10.png,768,574,685,27,727,65,low
21/A4_10.png,768,574,400,103,469,153,high
21/A4_10.png,768,574,464,104,514,146,low
21/A4_10.png,768,574,270,124,334,159,medium
21/A4_10.png,768,574,543,141,616,184,medium
21/A4_10.png,768,574,425,203,521,240,high
21/A4_10.png,768,574,323,180,389,220,medium
21/A4_10.png,768,574,407,239,497,292,high
21/A4_10.png,768,574,515,292,588,341,high
21/A4_10.png,768,574,172,297,246,341,high
21/A4_10.png,768,574,433,362,501,400,medium
21/A4_10.png,768,574,459,419,524,458,high
21/A4_12.png,768,574,111,16,194,65,high
21/A4_12.png,768,574,569,18,647,66,high
21/A4_12.png,768,574,458,69,533,119,high
21/A4_12.png,768,574,264,145,361,196,high
21/A4_12.png,768,574,548,135,596,170,low
21/A4_12.png,768,574,243,373,318,417,high
21/A4_12.png,768,574,247,482,310,518,low
21/A4_2.png,768,574,650,15,718,53,low
21/A4_2.png,768,574,360,129,430,177,low
21/A4_2.png,768,574,531,201,601,239,medium
21/A4_2.png,768,574,656,232,722,270,low
21/A4_2.png,768,574,0,370,70,413,medium
21/A4_2.png,768,574,207,430,314,492,high
21/A4_3.png,768,574,285,88,386,143,high
21/A4_3.png,768,574,28,280,99,321,high
21/A4_3.png,768,574,214,440,277,474,medium
21/A4_3.png,768,574,212,295,288,338,high
21/A4_3.png,768,574,459,388,554,439,high
21/A4_4.png,768,574,601,24,676,69,high
21/A4_4.png,768,574,679,61,749,102,high
21/A4_4.png,768,574,566,113,628,148,medium
21/A4_4.png,768,574,439,132,505,169,medium
21/A4_4.png,768,574,213,172,283,207,high
21/A4_4.png,768,574,368,197,431,233,high
21/A4_4.png,768,574,466,210,552,256,high
21/A4_4.png,768,574,702,214,768,253,high
21/A4_4.png,768,574,346,232,429,282,low
21/A4_4.png,768,574,267,347,334,390,high
21/A4_4.png,768,574,348,386,416,424,medium
21/A4_4.png,768,574,430,438,495,472,high
21/A4_4.png,768,574,505,439,574,478,high
21/A4_4.png,768,574,265,494,323,525,medium
21/A4_4.png,768,574,652,499,715,532,medium
21/A4_5.png,768,574,512,24,593,73,high
21/A4_5.png,768,574,47,85,106,119,medium
21/A4_5.png,768,574,645,136,716,183,high
21/A4_5.png,768,574,605,224,646,258,low
21/A4_5.png,768,574,520,239,583,279,high
21/A4_5.png,768,574,632,301,705,340,high
21/A4_5.png,768,574,688,341,768,384,high
21/A4_5.png,768,574,517,513,606,535,medium
21/A4_5.png,768,574,232,526,317,568,medium
21/A4_9.png,768,574,471,75,515,105,low
21/A4_9.png,768,574,230,196,272,229,low
21/A4_9.png,768,574,544,199,633,242,high
21/A4_9.png,768,574,453,231,545,275,high
21/A4_9.png,768,574,473,296,564,346,high
21/A4_9.png,768,574,574,305,640,339,medium
21/A4_9.png,768,574,0,409,68,448,high
21/A4_9.png,768,574,622,497,694,532,medium
21/A4_9.png,768,574,274,23,333,51,low
21/B4_1.png,768,574,205,107,272,141,medium
21/B4_1.png,768,574,182,257,243,292,low
21/B4_1.png,768,574,414,354,502,408,high
21/B4_1.png,768,574,360,484,431,527,high
21/B4_1.png,768,574,485,484,569,540,high
21/B4_1.png,768,574,336,45,411,91,medium
21/B4_11.png,768,574,572,155,655,200,high
21/B4_11.png,768,574,73,159,144,200,high
21/B4_11.png,768,574,649,246,724,284,medium
21/B4_11.png,768,574,368,388,429,421,medium
21/B4_11.png,768,574,674,393,715,428,low
21/B4_11.png,768,574,300,401,365,446,high
21/B4_11.png,768,574,522,460,608,510,high
21/B4_11.png,768,574,599,517,670,556,high
21/B4_11.png,768,574,428,116,471,169,low
21/B4_2.png,768,574,449,76,513,116,high
21/B4_2.png,768,574,597,100,678,143,high
21/B4_2.png,768,574,1,112,61,141,low
21/B4_2.png,768,574,74,121,132,147,medium
21/B4_2.png,768,574,394,204,475,242,high
21/B4_2.png,768,574,635,237,702,274,medium
21/B4_2.png,768,574,139,283,205,331,medium
21/B4_2.png,768,574,530,386,604,428,high
21/B4_2.png,768,574,328,403,385,441,low
21/B4_2.png,768,574,49,425,119,476,low
21/B4_2.png,768,574,540,446,614,490,high
21/B4_2.png,768,574,114,448,170,482,low
21/B4_2.png,768,574,142,86,187,140,low
21/B4_3.png,768,574,602,11,653,55,low
21/B4_3.png,768,574,281,42,385,98,high
21/B4_3.png,768,574,503,291,579,335,medium
21/B4_3.png,768,574,221,331,294,363,high
21/B4_3.png,768,574,361,350,461,398,high
21/B4_3.png,768,574,14,361,89,405,medium
21/B4_3.png,768,574,510,364,564,403,low
21/B4_3.png,768,574,457,368,515,398,medium
21/B4_3.png,768,574,566,371,647,416,high
21/B4_3.png,768,574,227,393,272,428,low
21/B4_7.png,768,574,654,391,701,430,low
21/B4_7.png,768,574,582,89,668,128,high
21/B4_7.png,768,574,189,210,259,245,high
21/B4_7.png,768,574,27,50,93,99,high
21/B4_7.png,768,574,29,198,119,247,high
21/B4_7.png,768,574,45,333,102,377,low
21/B4_7.png,768,574,331,435,405,486,medium
21/B4_7.png,768,574,234,472,292,519,low
21/B4_7.png,768,574,244,516,301,543,low
21/B4_8.png,768,574,143,53,210,90,high
21/B4_8.png,768,574,497,70,558,104,high
21/B4_8.png,768,574,282,207,370,249,high
21/B4_8.png,768,574,637,224,707,263,high
21/B4_8.png,768,574,238,243,332,290,high
21/B4_8.png,768,574,595,385,659,435,low
21/B4_8.png,768,574,606,462,677,502,medium
21/B4_8.png,768,574,109,478,180,520,medium
21/B4_8.png,768,574,258,517,325,559,high
21/B4_9.png,768,574,61,9,128,48,high
21/B4_9.png,768,574,236,42,283,75,low
21/B4_9.png,768,574,523,95,592,138,high
21/B4_9.png,768,574,641,154,712,190,medium
21/B4_9.png,768,574,281,178,365,203,low
21/B4_9.png,768,574,117,188,194,227,medium
21/B4_9.png,768,574,225,247,317,294,high
21/B4_9.png,768,574,462,306,540,337,high
21/B4_9.png,768,574,443,358,548,393,high
21/B4_9.png,768,574,552,349,614,385,high
21/B4_9.png,768,574,190,415,268,457,high
21/C4_1.png,768,574,392,48,441,92,low
21/C4_1.png,768,574,23,200,99,248,high
21/C4_1.png,768,574,643,220,690,257,low
21/C4_1.png,768,574,36,268,126,308,high
21/C4_1.png,768,574,588,287,637,326,low
21/C4_1.png,768,574,114,422,219,478,high
21/C4_1.png,768,574,692,434,755,464,high
21/C4_1.png,768,574,548,446,614,487,high
21/C4_1.png,768,574,394,465,469,500,medium
21/C4_10.png,768,574,559,49,643,102,high
21/C4_10.png,768,574,170,133,258,195,high
21/C4_10.png,768,574,647,133,729,186,high
21/C4_10.png,768,574,651,255,716,303,medium
21/C4_10.png,768,574,0,288,81,349,high
21/C4_10.png,768,574,515,294,585,354,medium
21/C4_11.png,768,574,483,44,554,80,high
21/C4_11.png,768,574,196,50,282,111,high
21/C4_11.png,768,574,579,90,643,123,medium
21/C4_11.png,768,574,432,109,504,148,high
21/C4_11.png,768,574,645,109,735,150,medium
21/C4_11.png,768,574,66,205,166,262,high
21/C4_11.png,768,574,411,205,465,236,low
21/C4_11.png,768,574,210,219,278,260,high
21/C4_11.png,768,574,217,354,260,388,low
21/C4_11.png,768,574,553,365,619,404,high
21/C4_11.png,768,574,413,368,475,402,medium
21/C4_11.png,768,574,323,396,405,439,high
21/C4_11.png,768,574,199,406,267,444,high
21/C4_11.png,768,574,99,539,163,574,high
21/C4_12.png,768,574,185,188,248,221,low
21/C4_12.png,768,574,382,273,460,320,high
21/C4_12.png,768,574,441,347,521,396,high
21/C4_12.png,768,574,436,395,529,446,high
21/C4_3.png,768,574,18,123,100,159,high
21/C4_3.png,768,574,587,162,655,195,medium
21/C4_3.png,768,574,459,275,536,319,high
21/C4_3.png,768,574,20,387,111,440,high
21/C4_3.png,768,574,260,390,325,444,medium
21/C4_3.png,768,574,505,452,588,498,high
21/C4_3.png,768,574,96,481,178,523,medium
21/C4_8.png,768,574,195,32,266,69,high
21/C4_8.png,768,574,130,76,198,115,high
21/C4_8.png,768,574,573,128,642,167,high
21/C4_8.png,768,574,425,132,496,163,high
21/C4_8.png,768,574,303,178,374,221,high
21/C4_8.png,768,574,68,232,147,275,high
21/C4_8.png,768,574,361,340,432,382,high
21/C4_8.png,768,574,566,393,609,428,low
21/C4_8.png,768,574,373,406,444,450,high
21/C4_8.png,768,574,530,420,605,457,high
21/C4_8.png,768,574,365,441,445,485,high
21/D4_10.png,768,574,278,43,336,68,medium
21/D4_10.png,768,574,454,156,557,205,medium
21/D4_10.png,768,574,222,172,288,209,medium
21/D4_10.png,768,574,487,194,569,242,medium
21/D4_10.png,768,574,628,332,706,383,high
21/D4_10.png,768,574,417,389,509,436,high
21/D4_10.png,768,574,206,415,279,462,high
21/D4_10.png,768,574,217,527,292,574,high
21/D4_11.png,768,574,260,0,323,33,low
21/D4_11.png,768,574,580,14,664,65,high
21/D4_11.png,768,574,25,155,102,205,high
21/D4_11.png,768,574,320,167,365,206,low
21/D4_11.png,768,574,235,178,294,207,high
21/D4_11.png,768,574,452,189,560,243,high
21/D4_11.png,768,574,107,241,173,275,medium
21/D4_11.png,768,574,352,480,404,508,low
21/D4_11.png,768,574,480,516,538,545,medium
21/D4_11.png,768,574,126,519,199,563,high
21/D4_12.png,768,574,6,0,82,39,high
21/D4_12.png,768,574,299,54,348,104,low
21/D4_12.png,768,574,20,77,107,131,high
21/D4_12.png,768,574,559,79,646,125,high
21/D4_12.png,768,574,210,147,284,190,medium
21/D4_12.png,768,574,632,197,693,224,medium
21/D4_12.png,768,574,155,198,226,242,medium
21/D4_12.png,768,574,320,237,398,279,high
21/D4_12.png,768,574,599,350,662,380,low
21/D4_12.png,768,574,304,353,385,403,high
21/D4_12.png,768,574,306,390,364,424,low
21/D4_12.png,768,574,670,488,713,538,low
21/D4_12.png,768,574,464,63,527,105,medium
21/D4_2.png,768,574,223,23,285,57,low
21/D4_2.png,768,574,444,26,526,75,low
21/D4_2.png,768,574,288,27,331,61,low
21/D4_2.png,768,574,622,38,705,90,high
21/D4_2.png,768,574,476,147,553,187,high
21/D4_2.png,768,574,163,207,223,250,high
21/D4_2.png,768,574,67,224,121,255,low
21/D4_2.png,768,574,57,409,132,452,high
21/D4_2.png,768,574,246,469,304,510,low
21/D4_2.png,768,574,663,484,738,524,medium
21/D4_2.png,768,574,424,496,482,527,low
21/D4_6.png,768,574,132,4,203,44,high
21/D4_6.png,768,574,19,12,84,44,medium
21/D4_6.png,768,574,450,66,526,111,high
21/D4_6.png,768,574,650,170,719,208,high
21/D4_6.png,768,574,576,245,642,280,high
21/D4_6.png,768,574,206,346,307,389,high
21/D4_6.png,768,574,43,353,115,395,high
21/D4_6.png,768,574,371,427,442,467,high
21/D4_6.png,768,574,478,445,575,481,high
21/D4_6.png,768,574,156,501,249,547,high
21/D4_6.png,768,574,70,531,143,572,high
21/D4_8.png,768,574,320,22,392,60,high
21/D4_8.png,768,574,603,57,692,98,high
21/D4_8.png,768,574,499,126,569,169,high
21/D4_8.png,768,574,184,137,245,169,medium
21/D4_8.png,768,574,269,173,343,208,high
21/D4_8.png,768,574,157,185,224,227,high
21/D4_8.png,768,574,642,309,716,347,high
21/D4_8.png,768,574,633,356,709,403,high
21/D4_8.png,768,574,459,371,522,405,medium
21/D4_8.png,768,574,8,373,86,420,high
21/D4_8.png,768,574,155,377,243,424,high
21/D4_8.png,768,574,287,525,328,557,low
21/D4_9.png,768,574,595,12,674,56,high
21/D4_9.png,768,574,419,63,492,110,high
21/D4_9.png,768,574,222,123,317,161,high
21/D4_9.png,768,574,481,141,555,185,high
21/D4_9.png,768,574,59,195,147,242,high
21/D4_9.png,768,574,689,237,768,274,medium
21/D4_9.png,768,574,587,276,674,319,high
21/D4_9.png,768,574,683,298,767,338,high
21/D4_9.png,768,574,339,302,409,337,medium
21/D4_9.png,768,574,674,340,718,374,low
21/D4_9.png,768,574,17,442,122,490,high
24/A5_10.png,768,574,529,430,597,479,medium
24/A5_11.png,768,574,140,3,210,42,low
24/A5_11.png,768,574,82,40,160,84,high
24/A5_11.png,768,574,179,112,267,148,high
24/A5_11.png,768,574,568,182,669,224,high
24/A5_11.png,768,574,303,153,365,181,medium
24/A5_11.png,768,574,670,211,762,255,high
24/A5_11.png,768,574,124,252,210,287,medium
24/A5_11.png,768,574,349,294,439,330,high
24/A5_11.png,768,574,456,221,529,260,high
24/A5_11.png,768,574,606,411,681,451,high
24/A5_11.png,768,574,378,465,445,502,medium
24/A5_12.png,768,574,426,23,504,67,medium
24/A5_12.png,768,574,65,43,142,86,high
24/A5_12.png,768,574,71,159,174,196,medium
24/A5_12.png,768,574,366,179,449,226,high
24/A5_12.png,768,574,187,212,235,255,low
24/A5_12.png,768,574,607,213,684,256,high
24/A5_12.png,768,574,260,314,321,351,low
24/A5_12.png,768,574,142,339,244,373,high
24/A5_12.png,768,574,587,384,660,426,high
24/A5_2.png,768,574,706,0,768,27,medium
24/A5_2.png,768,574,90,79,162,118,high
24/A5_2.png,768,574,449,99,492,134,low
24/A5_2.png,768,574,182,128,255,166,medium
24/A5_2.png,768,574,81,166,147,196,medium
24/A5_2.png,768,574,689,168,760,206,high
24/A5_2.png,768,574,637,226,707,262,high
24/A5_2.png,768,574,369,247,480,289,high
24/A5_2.png,768,574,91,272,166,301,high
24/A5_2.png,768,574,263,283,345,327,high
24/A5_2.png,768,574,143,299,212,332,medium
24/A5_2.png,768,574,365,339,435,375,high
24/A5_2.png,768,574,52,342,117,376,medium
24/A5_2.png,768,574,209,396,272,427,medium
24/A5_2.png,768,574,233,463,297,500,low
24/A5_3.png,768,574,314,132,392,172,high
24/A5_3.png,768,574,148,179,225,221,high
24/A5_3.png,768,574,459,231,532,269,medium
24/A5_3.png,768,574,433,249,473,281,low
24/A5_3.png,768,574,331,254,401,285,high
24/A5_3.png,768,574,172,335,253,379,high
24/A5_3.png,768,574,238,403,323,444,medium
24/A5_3.png,768,574,93,474,165,509,high
24/A5_3.png,768,574,665,475,748,523,high
24/A5_3.png,768,574,0,484,78,529,medium
24/A5_5.png,768,574,53,0,120,34,high
24/A5_5.png,768,574,556,20,656,61,medium
24/A5_5.png,768,574,222,90,322,140,high
24/A5_5.png,768,574,601,317,677,355,high
24/A5_5.png,768,574,606,360,710,405,high
24/A5_5.png,768,574,429,477,531,523,high
24/A5_5.png,768,574,207,485,288,520,high
24/A5_5.png,768,574,387,308,436,364,low
24/A5_5.png,768,574,135,346,180,385,low
24/A5_5.png,768,574,416,405,471,446,high
24/A5_5.png,768,574,509,395,585,443,high
24/A5_6.png,768,574,482,353,570,401,high
24/A5_6.png,768,574,423,470,492,508,high
24/A5_6.png,768,574,324,155,401,213,high
24/A5_6.png,768,574,456,211,536,253,high
24/A5_6.png,768,574,631,256,716,304,high
24/A5_6.png,768,574,578,122,667,168,high
24/A5_6.png,768,574,226,312,263,358,low
24/A5_6.png,768,574,366,241,440,284,high
24/A5_6.png,768,574,50,439,112,490,high
24/A5_6.png,768,574,92,271,170,328,medium
24/A5_6.png,768,574,311,494,392,545,high
24/A5_6.png,768,574,596,511,693,556,high
24/A5_9.png,768,574,515,387,591,435,high
24/A5_9.png,768,574,358,59,431,124,high
24/A5_9.png,768,574,168,51,251,85,high
24/A5_9.png,768,574,186,87,266,126,medium
24/A5_9.png,768,574,106,136,191,166,high
24/A5_9.png,768,574,198,183,299,232,high
24/A5_9.png,768,574,343,459,397,536,low
24/B5_1.png,768,574,672,86,749,127,high
24/B5_1.png,768,574,363,101,437,144,high
24/B5_1.png,768,574,250,104,331,144,high
24/B5_1.png,768,574,533,128,608,167,high
24/B5_1.png,768,574,587,183,661,227,high
24/B5_1.png,768,574,678,204,747,242,high
24/B5_1.png,768,574,158,259,218,289,medium
24/B5_1.png,768,574,439,289,506,326,medium
24/B5_1.png,768,574,233,324,274,357,low
24/B5_1.png,768,574,113,401,187,441,high
24/B5_1.png,768,574,485,450,575,492,high
24/B5_1.png,768,574,582,452,658,498,high
24/B5_1.png,768,574,307,455,387,500,high
24/B5_1.png,768,574,665,463,749,510,high
24/B5_1.png,768,574,120,467,206,518,high
24/B5_1.png,768,574,200,476,301,530,high
24/B5_12.png,768,574,519,41,619,100,high
24/B5_12.png,768,574,217,80,293,120,medium
24/B5_12.png,768,574,552,123,625,187,high
24/B5_12.png,768,574,692,141,768,182,medium
24/B5_12.png,768,574,532,175,621,224,high
24/B5_12.png,768,574,52,323,145,369,high
24/B5_12.png,768,574,602,504,683,550,high
24/B5_12.png,768,574,101,515,185,570,low
24/B5_4.png,768,574,351,40,393,79,low
24/B5_4.png,768,574,150,46,222,94,high
24/B5_4.png,768,574,487,55,565,98,high
24/B5_4.png,768,574,357,72,421,108,high
24/B5_4.png,768,574,593,106,716,158,high
24/B5_4.png,768,574,423,181,495,225,high
24/B5_4.png,768,574,0,245,56,284,high
24/B5_4.png,768,574,175,246,238,280,medium
24/B5_4.png,768,574,98,314,168,355,medium
24/B5_4.png,768,574,661,320,729,358,high
24/B5_4.png,768,574,553,363,614,391,medium
24/B5_4.png,768,574,80,365,146,403,high
24/B5_4.png,768,574,459,462,546,497,high
24/B5_4.png,768,574,292,472,356,508,medium
24/B5_4.png,768,574,54,482,150,531,high
24/B5_4.png,768,574,120,0,190,33,high
24/B5_6.png,768,574,197,6,238,37,low
24/B5_6.png,768,574,256,30,301,63,low
24/B5_6.png,768,574,123,333,196,371,high
24/B5_6.png,768,574,642,68,735,103,high
24/B5_6.png,768,574,122,110,207,154,high
24/B5_6.png,768,574,487,112,575,148,high
24/B5_6.png,768,574,713,204,768,236,high
24/B5_6.png,768,574,71,252,137,291,high
24/B5_6.png,768,574,153,267,233,316,medium
24/B5_6.png,768,574,138,333,196,371,low
24/B5_6.png,768,574,330,348,432,385,high
24/B5_6.png,768,574,532,404,614,444,high
24/B5_6.png,768,574,368,423,464,462,high
24/B5_6.png,768,574,483,57,561,102,medium
24/B5_7.png,768,574,574,4,643,45,high
24/B5_7.png,768,574,701,56,768,86,high
24/B5_7.png,768,574,593,154,672,193,high
24/B5_7.png,768,574,283,123,344,167,high
24/B5_7.png,768,574,529,235,614,282,high
24/B5_7.png,768,574,594,367,654,394,medium
24/B5_7.png,768,574,567,386,640,429,high
24/B5_7.png,768,574,691,386,758,423,medium
24/B5_7.png,768,574,2,404,77,445,high
24/B5_7.png,768,574,378,415,423,450,low
24/B5_7.png,768,574,246,434,338,476,high
24/B5_7.png,768,574,367,463,457,504,high
24/B5_7.png,768,574,433,526,494,556,medium
24/B5_9.png,768,574,574,10,650,44,high
24/B5_9.png,768,574,651,13,700,44,low
24/B5_9.png,768,574,551,45,643,83,high
24/B5_9.png,768,574,392,259,469,291,high
24/B5_9.png,768,574,270,305,341,340,medium
24/B5_9.png,768,574,383,321,455,359,high
24/B5_9.png,768,574,192,348,268,381,high
24/B5_9.png,768,574,172,385,250,430,high
24/B5_9.png,768,574,253,515,323,551,high
24/C5_1.png,768,574,390,211,486,262,high
24/C5_1.png,768,574,438,419,522,472,medium
24/C5_1.png,768,574,471,303,533,344,medium
24/C5_1.png,768,574,237,456,345,536,high
24/C5_1.png,768,574,641,482,718,538,high
24/C5_1.png,768,574,257,115,343,160,medium
24/C5_1.png,768,574,180,100,237,155,low
24/C5_1.png,768,574,635,193,725,234,high
24/C5_1.png,768,574,689,356,758,404,high
24/C5_1.png,768,574,496,34,580,72,high
24/C5_1.png,768,574,629,108,689,141,high
24/C5_1.png,768,574,9,457,76,514,high
24/C5_11.png,768,574,555,29,613,65,medium
24/C5_11.png,768,574,312,48,390,88,high
24/C5_11.png,768,574,645,53,717,90,high
24/C5_11.png,768,574,358,81,467,141,medium
24/C5_11.png,768,574,5,99,63,128,low
24/C5_11.png,768,574,674,137,768,180,high
24/C5_11.png,768,574,134,159,208,202,high
24/C5_11.png,768,574,459,165,542,208,high
24/C5_11.png,768,574,360,167,430,204,high
24/C5_11.png,768,574,84,244,159,284,high
24/C5_11.png,768,574,181,255,261,295,high
24/C5_11.png,768,574,302,309,376,348,medium
24/C5_11.png,768,574,248,357,332,405,high
24/C5_11.png,768,574,580,418,682,463,high
